12,9,2 Chr,9,Jude,,Zeph,1,Lu,23,Amos,5-6,,
12,10,2 Chr,10,Rev,1,Zeph,2,Lu,24,Amos,7-8,,
12,11,2 Chr,11-12,Rev,2,Zeph,3,John,1,Amos,9,Obadiah,
12,12,2 Chr,13,Rev,3,Hag,1,John,2,Jonah,1-2,,
12,13,2 Chr,14-15,Rev,4,Hag,2,John,3,Jonah,3-4,,
12,14,2 Chr,16,Rev,5,Zech,1,John,4,Micah,1-2,,
12,15,2 Chr,17,Rev,6,Zech,2,John,5,Micah,3-4,,
12,16,2 Chr,18,Rev,7,Zech,3,John,6,Micah,5-6,,
12,17,2 Chr,19-20,Rev,8,Zech,4,John,7,Micah,7,Nahum,1
12,18,2 Chr,21,Rev,9,Zech,5,John,8,Nahum,2-3,,
12,19,2 Chr,22-23,Rev,10,Zech,6,John,9,Hab,1-2,,
12,20,2 Chr,24,Rev,11,Zech,7,John,10,Hab,3,Zeph,1
12,21,2 Chr,25,Rev,12,Zech,8,John,11,Zeph,2-3,,
12,22,2 Chr,26,Rev,13,Zech,9,John,12,Hag,1-2,,
12,23,2 Chr,27-28,Rev,14,Zech,10,John,13,Zech,1-2,,
12,24,2 Chr,29,Rev,15,Zech,11,John,14,Zech,3-4,,
12,25,2 Chr,30,Rev,16,Zech,12:1-13:1,John,15,Zech,5-6,,
12,26,2 Chr,31,Rev,17,Zech,13:2-9,John,16,Zech,7-8,,
12,27,2 Chr,32,Rev,18,Zech,14,John,17,Zech,9-10,,
12,28,2 Chr,33,Rev,19,Mal,1,John,18,Zech,11-13,,
12,29,2 Chr,34,Rev,20,Mal,2,John,19,Zech,13-14,,
12,30,2 Chr,35,Rev,21,Mal,3,John,20,Mal,1-2,,
12,31,2 Chr,36,Rev,22,Mal,4,John,21,Mal,3-4,,
